Research_ID,True_Label,Was_Changed_By_Cleaning,Phrases_Found_Count,Original_Text,Cleaned_Text,Arm_A_Predicted,Arm_B_Predicted,Arm_A_Correct,Arm_B_Correct,Cleaning_Helped,Cleaning_Hurt
WEB-069,Administrative / Procedural / Integrity,False,0,"The Auditor General reported that Waters Edge earned Rs. 10,719,033 in annual rent from LALA Park, but a lease agreement for the underlying land had not been signed with the lessor. Management stated that the arrangement was being negotiated with the parent company, the Urban Development Authority, to execute the land lease.","The Auditor General reported that Waters Edge earned Rs. 10,719,033 in annual rent from LALA Park, but a lease agreement for the underlying land had not been signed with the lessor. Management stated that the arrangement was being negotiated with the parent company, the Urban Development Authority, to execute the land lease.",Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,False,False,False,False
WEB-070,Lease Revenue / Payment / Enforcement,False,0,"The Auditor General reported that 100 acres of government land in the Kusala Grama Niladhari Division of Arachchikattu had been leased to a private company under a long-term lease. The lease was cancelled in January 2004 because payments had been in default since 1997, but lease arrears and penalty interest calculated at Rs. 36,587,033 up to May 2013 had still not been recovered.","The Auditor General reported that 100 acres of government land in the Kusala Grama Niladhari Division of Arachchikattu had been leased to a private company under a long-term lease. The lease was cancelled in January 2004 because payments had been in default since 1997, but lease arrears and penalty interest calculated at Rs. 36,587,033 up to May 2013 had still not been recovered.",Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,True,True,False,False
WEB-071,Unauthorized Allocation / Transfer / Use,False,0,The Auditor General reported that about 29 acres and 10 perches of government land in the Manativ Grama Niladhari Division of the Puttalam Divisional Secretariat had been leased to a private company for 30 years from 29 June 1988. The company later sold the leased land to another private company on 11 June 2008 without approval from the Provincial Land Commissioner.,The Auditor General reported that about 29 acres and 10 perches of government land in the Manativ Grama Niladhari Division of the Puttalam Divisional Secretariat had been leased to a private company for 30 years from 29 June 1988. The company later sold the leased land to another private company on 11 June 2008 without approval from the Provincial Land Commissioner.,Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,False,False,False,False
WEB-072,Lease Revenue / Payment / Enforcement,False,0,"The Auditor General reported that approximately 20.234 hectares of government land in the Manativ Grama Niladhari Division of the Puttalam Divisional Secretariat had been leased to a private company for 30 years from 24 February 1993. Lease arrears remained outstanding during the lease period, and when the agreement ended in February 2023, arrears and penalties due from the company had not been fully recovered.","The Auditor General reported that approximately 20.234 hectares of government land in the Manativ Grama Niladhari Division of the Puttalam Divisional Secretariat had been leased to a private company for 30 years from 24 February 1993. Lease arrears remained outstanding during the lease period, and when the agreement ended in February 2023, arrears and penalties due from the company had not been fully recovered.",Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,True,True,False,False
WEB-073,Unauthorized Allocation / Transfer / Use,False,0,"The Auditor General reported that government land provided by the Akuressa Divisional Secretariat to the Akuressa Multi-Purpose Cooperative Society under long-term lease No. L/2940 had been leased until 11 January 1995. After the lease ended, the land continued to be occupied without a long-term lease agreement and without paying rent for about 26 years. Long-term rent due for 1995 to 2009 alone was reported as Rs. 5.23 million.","The Auditor General reported that government land provided by the Akuressa Divisional Secretariat to the Akuressa Multi-Purpose Cooperative Society under long-term lease No. L/2940 had been leased until 11 January 1995. After the lease ended, the land continued to be occupied without a long-term lease agreement and without paying rent for about 26 years. Long-term rent due for 1995 to 2009 alone was reported as Rs. 5.23 million.",Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,False,False,False,False
WEB-074,Unauthorized Allocation / Transfer / Use,False,0,"The Auditor General reported that 0.238 hectares of government land in the Gangawata Korale Divisional Secretariat Division, Kandy, was granted to a private company on a 30-year long-term lease in 2006 for a resort. The same lessee had occupied the land unlawfully from 1995 to 2006, and the Government Valuer assessed lost revenue of Rs. 6,932,500 for that period.","The Auditor General reported that 0.238 hectares of government land in the Gangawata Korale Divisional Secretariat Division, Kandy, was granted to a private company on a 30-year long-term lease in 2006 for a resort. The same lessee had occupied the land unlawfully from 1995 to 2006, and the Government Valuer assessed lost revenue of Rs. 6,932,500 for that period.",Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,False,False,False,False
WEB-075,Lease Revenue / Payment / Enforcement,False,0,"The Auditor General reported that 29.88 perches of government land in the Thimbirigasyaya Divisional Secretariat Division had been given to Independent Television Network Limited on long-term lease in 1999. Notification of the payable lease amount was delayed by nearly three years and no rent was levied for ten years; Rs. 36,225,000 remained due, while the absence of an issued lease prevented legal action for non-payment.","The Auditor General reported that 29.88 perches of government land in the Thimbirigasyaya Divisional Secretariat Division had been given to Independent Television Network Limited on long-term lease in 1999. Notification of the payable lease amount was delayed by nearly three years and no rent was levied for ten years; Rs. 36,225,000 remained due, while the absence of an issued lease prevented legal action for non-payment.",Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,True,True,False,False
WEB-076,Lease Revenue / Payment / Enforcement,False,0,"The Auditor General reported that 2 acres, 1 rood and 10 perches of land in the Dodangoda Divisional Secretariat area had been leased to a private institution for 30 years. An outstanding lease amount of Rs. 254,100 remained at the end of 2015.","The Auditor General reported that 2 acres, 1 rood and 10 perches of land in the Dodangoda Divisional Secretariat area had been leased to a private institution for 30 years. An outstanding lease amount of Rs. 254,100 remained at the end of 2015.",Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,True,True,False,False
WEB-077,Lease Revenue / Payment / Enforcement,False,0,"The Auditor General reported that land on Highlevel Road, Nugegoda, belonging to the Dehiwala Divisional Secretariat had been leased for 30 years in 2000. The lease required rent to be reassessed every five years by at least 50 percent, but revisions were not made in 2005 or 2010, and Rs. 1,342,234 remained outstanding by October 2015.","The Auditor General reported that land on Highlevel Road, Nugegoda, belonging to the Dehiwala Divisional Secretariat had been leased for 30 years in 2000. The lease required rent to be reassessed every five years by at least 50 percent, but revisions were not made in 2005 or 2010, and Rs. 1,342,234 remained outstanding by October 2015.",Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,True,True,False,False
WEB-078,Lease Revenue / Payment / Enforcement,False,0,"The Auditor General reported that 4.209 hectares of land at Thalagolla Village, Ragama, had been leased to Colombo North Medical College for 30 years in 1981 and was later used by the Medical Faculty of the University of Kelaniya. The lease expired in May 2011, but the agreement was not extended, causing about four and a half years of lease income to remain unrecovered.","The Auditor General reported that 4.209 hectares of land at Thalagolla Village, Ragama, had been leased to Colombo North Medical College for 30 years in 1981 and was later used by the Medical Faculty of the University of Kelaniya. The lease expired in May 2011, but the agreement was not extended, causing about four and a half years of lease income to remain unrecovered.",Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,True,True,False,False
WEB-079,Lease Revenue / Payment / Enforcement,False,0,"The Auditor General reported that 2 acres and 15.18 perches of Pembruk Estate in Kalutara District had been leased to Vintor Fashions (Private) Limited for 30 years from February 1992 to establish a garment factory. The company had defaulted on lease rent, with Rs. 2,661,282 in arrears up to February 2015, while 2016 and 2017 rent and surcharges had not yet been computed.","The Auditor General reported that 2 acres and 15.18 perches of Pembruk Estate in Kalutara District had been leased to Vintor Fashions (Private) Limited for 30 years from February 1992 to establish a garment factory. The company had defaulted on lease rent, with Rs. 2,661,282 in arrears up to February 2015, while 2016 and 2017 rent and surcharges had not yet been computed.",Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,True,True,False,False
WEB-080,Administrative / Procedural / Integrity,False,0,"The Auditor General reported that 2 roods and 16 perches of Rathwetiya Estate, including a tea factory building, had been leased to the Sangaruwanketha Milk Producers' Cooperative Society Limited in May 1997 by deviating from the normal leasing procedure. No lease rent had been paid for about 15 years, arrears and surcharges had reached Rs. 4,596,800 by May 2016, and no action had been taken to cancel the lease agreement or otherwise enforce it.","The Auditor General reported that 2 roods and 16 perches of Rathwetiya Estate, including a tea factory building, had been leased to the Sangaruwanketha Milk Producers' Cooperative Society Limited in May 1997 by deviating from the normal leasing procedure. No lease rent had been paid for about 15 years, arrears and surcharges had reached Rs. 4,596,800 by May 2016, and no action had been taken to cancel the lease agreement or otherwise enforce it.",Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,False,False,False,False
WEB-081,Administrative / Procedural / Integrity,False,0,A complainant alleges that an officer requested an unofficial payment to accelerate approval of a lease application for a state land parcel in Kandy. The application had otherwise remained pending without a documented reason.,A complainant alleges that an officer requested an unofficial payment to accelerate approval of a lease application for a state land parcel in Kandy. The application had otherwise remained pending without a documented reason.,Administrative / Procedural / Integrity,Administrative / Procedural / Integrity,True,True,False,False
WEB-082,Administrative / Procedural / Integrity,False,0,It is alleged that a payment was demanded outside the official fee schedule before the responsible government institution would process the renewal of a state-land lease in Hambantota.,It is alleged that a payment was demanded outside the official fee schedule before the responsible government institution would process the renewal of a state-land lease in Hambantota.,Administrative / Procedural / Integrity,Administrative / Procedural / Integrity,True,True,False,False
WEB-083,Administrative / Procedural / Integrity,False,0,"A lessee reports that an intermediary linked to an official asked for LKR 450,000 to secure a favourable lease decision concerning a tourism-development land. No receipt or official payment instruction was provided.","A lessee reports that an intermediary linked to an official asked for LKR 450,000 to secure a favourable lease decision concerning a tourism-development land. No receipt or official payment instruction was provided.",Administrative / Procedural / Integrity,Administrative / Procedural / Integrity,True,True,False,False
WEB-084,Administrative / Procedural / Integrity,False,0,An allegation states that a lease-related inspection was delayed until an unofficial payment was offered to an officer handling the file in Matara.,An allegation states that a lease-related inspection was delayed until an unofficial payment was offered to an officer handling the file in Matara.,Administrative / Procedural / Integrity,Administrative / Procedural / Integrity,True,True,False,False
WEB-085,Administrative / Procedural / Integrity,False,0,A complaint claims that an officer sought a personal benefit in return for recommending approval of a government-land lease application.,A complaint claims that an officer sought a personal benefit in return for recommending approval of a government-land lease application.,Administrative / Procedural / Integrity,Administrative / Procedural / Integrity,True,True,False,False
WEB-086,Administrative / Procedural / Integrity,False,0,A complainant alleges that an officer requested a sexual favour in exchange for assisting with approval of a state-land lease application in Puttalam. The alleged request was unrelated to any lawful lease requirement.,A complainant alleges that an officer requested a sexual favour in exchange for assisting with approval of a state-land lease application in Puttalam. The alleged request was unrelated to any lawful lease requirement.,Administrative / Procedural / Integrity,Administrative / Procedural / Integrity,True,True,False,False
WEB-087,Administrative / Procedural / Integrity,False,0,It is alleged that an official implied that favourable treatment of a land-lease dispute would depend on the complainant providing a sexual favour.,It is alleged that an official implied that favourable treatment of a land-lease dispute would depend on the complainant providing a sexual favour.,Administrative / Procedural / Integrity,Administrative / Procedural / Integrity,True,True,False,False
WEB-088,Administrative / Procedural / Integrity,False,0,A complaint states that a lease-renewal applicant was pressured to provide a sexual favour before the file would be recommended for approval.,A complaint states that a lease-renewal applicant was pressured to provide a sexual favour before the file would be recommended for approval.,Administrative / Procedural / Integrity,Administrative / Procedural / Integrity,True,True,False,False
WEB-089,Administrative / Procedural / Integrity,False,0,A land applicant alleges that an officer linked progress on a state-land allocation request to an unwanted sexual demand.,A land applicant alleges that an officer linked progress on a state-land allocation request to an unwanted sexual demand.,Administrative / Procedural / Integrity,Administrative / Procedural / Integrity,True,True,False,False
WEB-090,Administrative / Procedural / Integrity,False,0,A complainant alleges that an officer threatened to obstruct a lease renewal unless the applicant withdrew a complaint about irregular handling of the land file.,A complainant alleges that an officer threatened to obstruct a lease renewal unless the applicant withdrew a complaint about irregular handling of the land file.,Administrative / Procedural / Integrity,Administrative / Procedural / Integrity,True,True,False,False
WEB-091,Administrative / Procedural / Integrity,False,0,It is alleged that a lessee was pressured to sign an unfavourable document after being threatened with cancellation of the state-land lease.,It is alleged that a lessee was pressured to sign an unfavourable document after being threatened with cancellation of the state-land lease.,Administrative / Procedural / Integrity,Administrative / Procedural / Integrity,True,True,False,False
WEB-092,Administrative / Procedural / Integrity,False,0,A complaint states that an applicant was told that adverse information would be disclosed unless they abandoned an objection to a contested lease allocation.,A complaint states that an applicant was told that adverse information would be disclosed unless they abandoned an objection to a contested lease allocation.,Administrative / Procedural / Integrity,Administrative / Procedural / Integrity,True,True,False,False
WEB-093,Administrative / Procedural / Integrity,False,0,A land user alleges intimidation by an official who threatened enforcement action unless the user stopped questioning the lease decision.,A land user alleges intimidation by an official who threatened enforcement action unless the user stopped questioning the lease decision.,Administrative / Procedural / Integrity,Administrative / Procedural / Integrity,True,True,False,False
WEB-094,Administrative / Procedural / Integrity,False,0,A lease application for a coastal state land in Kurunegala was allegedly given preferential treatment because the proposed lessee had a personal connection to an officer involved in the recommendation process.,A lease application for a coastal state land in Kurunegala was allegedly given preferential treatment because the proposed lessee had a personal connection to an officer involved in the recommendation process.,Administrative / Procedural / Integrity,Administrative / Procedural / Integrity,True,True,False,False
WEB-095,Administrative / Procedural / Integrity,False,0,It is alleged that competing lease applications were not assessed consistently and a related party received favourable treatment without a documented justification.,It is alleged that competing lease applications were not assessed consistently and a related party received favourable treatment without a documented justification.,Administrative / Procedural / Integrity,Administrative / Procedural / Integrity,True,True,False,False
WEB-096,Administrative / Procedural / Integrity,False,0,"A complaint alleges that an official participated in a lease decision involving a business linked to a close associate, without declaring a conflict of interest.","A complaint alleges that an official participated in a lease decision involving a business linked to a close associate, without declaring a conflict of interest.",Administrative / Procedural / Integrity,Administrative / Procedural / Integrity,True,True,False,False
WEB-097,Administrative / Procedural / Integrity,False,0,A state-land allocation was allegedly recommended to a favoured applicant even though another applicant had completed the required process earlier.,A state-land allocation was allegedly recommended to a favoured applicant even though another applicant had completed the required process earlier.,Administrative / Procedural / Integrity,Administrative / Procedural / Integrity,True,True,False,False
WEB-098,Administrative / Procedural / Integrity,False,0,A urban development land in Kalutara was allegedly leased without obtaining a required approval or completing the prescribed competitive selection process.,A urban development land in Kalutara was allegedly leased without obtaining a required approval or completing the prescribed competitive selection process.,Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,False,False,False,False
WEB-099,Administrative / Procedural / Integrity,False,0,The lease file allegedly proceeded despite missing mandatory approval from the competent authority and incomplete procurement documentation.,The lease file allegedly proceeded despite missing mandatory approval from the competent authority and incomplete procurement documentation.,Administrative / Procedural / Integrity,Administrative / Procedural / Integrity,True,True,False,False
WEB-100,Administrative / Procedural / Integrity,False,0,A complaint states that a long-term lease was issued before the required valuation and formal approval steps were completed.,A complaint states that a long-term lease was issued before the required valuation and formal approval steps were completed.,Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,False,False,False,False
WEB-101,Administrative / Procedural / Integrity,False,0,It is alleged that the district land administration changed key lease conditions after selection without recording the required authorization.,It is alleged that the district land administration changed key lease conditions after selection without recording the required authorization.,Administrative / Procedural / Integrity,Administrative / Procedural / Integrity,True,True,False,False
WEB-102,Administrative / Procedural / Integrity,False,0,A complaint alleges that a lease file contained a certificate stating that an inspection had been completed even though no inspection reportedly occurred.,A complaint alleges that a lease file contained a certificate stating that an inspection had been completed even though no inspection reportedly occurred.,Administrative / Procedural / Integrity,Administrative / Procedural / Integrity,True,True,False,False
WEB-103,Administrative / Procedural / Integrity,False,0,It is alleged that dates in a land-lease approval record were altered to make an application appear to have been processed earlier.,It is alleged that dates in a land-lease approval record were altered to make an application appear to have been processed earlier.,Administrative / Procedural / Integrity,Administrative / Procedural / Integrity,True,True,False,False
WEB-104,Administrative / Procedural / Integrity,False,0,A complainant states that a supporting document in a lease file contained information that did not match the official land register.,A complainant states that a supporting document in a lease file contained information that did not match the official land register.,Administrative / Procedural / Integrity,Administrative / Procedural / Integrity,True,True,False,False
WEB-105,Administrative / Procedural / Integrity,False,0,"A lease recommendation was allegedly supported by an inaccurate certification regarding occupation, development status, or compliance conditions.","A lease recommendation was allegedly supported by an inaccurate certification regarding occupation, development status, or compliance conditions.",Administrative / Procedural / Integrity,Administrative / Procedural / Integrity,True,True,False,False
WEB-106,Lease Revenue / Payment / Enforcement,False,0,"The lessee of a coastal state land in Puttalam allegedly failed to pay annual lease rent for four years, while recovery action by the relevant land authority was delayed.","The lessee of a coastal state land in Puttalam allegedly failed to pay annual lease rent for four years, while recovery action by the relevant land authority was delayed.",Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,True,True,False,False
WEB-107,Lease Revenue / Payment / Enforcement,False,0,"A government land lease accumulated unpaid rent over four years, but the outstanding balance was not recovered within the expected enforcement period.","A government land lease accumulated unpaid rent over four years, but the outstanding balance was not recovered within the expected enforcement period.",Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,True,True,False,False
WEB-108,Lease Revenue / Payment / Enforcement,False,0,"A complaint notes persistent lease-rent arrears on a state property, with no evidence of timely demand notices or recovery proceedings.","A complaint notes persistent lease-rent arrears on a state property, with no evidence of timely demand notices or recovery proceedings.",Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,True,True,False,False
WEB-109,Lease Revenue / Payment / Enforcement,False,0,The lease account reportedly remained in arrears despite continued occupation and use of the government land.,The lease account reportedly remained in arrears despite continued occupation and use of the government land.,Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,True,True,False,False
WEB-110,Lease Revenue / Payment / Enforcement,False,0,"The lessee of a state land parcel in Ampara allegedly failed to pay annual lease rent for four years, while recovery action by the district land administration was delayed. The file reportedly contained no documented approval for the deviation.","The lessee of a state land parcel in Ampara allegedly failed to pay annual lease rent for four years, while recovery action by the district land administration was delayed. The file reportedly contained no documented approval for the deviation.",Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,True,True,False,False
WEB-111,Lease Revenue / Payment / Enforcement,False,0,"A government land lease accumulated unpaid rent over four years, but the outstanding balance was not recovered within the expected enforcement period. The matter was raised as a governance concern requiring documentary verification.","A government land lease accumulated unpaid rent over four years, but the outstanding balance was not recovered within the expected enforcement period. The matter was raised as a governance concern requiring documentary verification.",Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,True,True,False,False
WEB-112,Lease Revenue / Payment / Enforcement,False,0,"The lease rent for a urban development land was allegedly not revised at the required interval, resulting in continued billing at an outdated rate.","The lease rent for a urban development land was allegedly not revised at the required interval, resulting in continued billing at an outdated rate.",Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,True,True,False,False
WEB-113,Lease Revenue / Payment / Enforcement,False,0,A long-term government lease continued under an old rental valuation even though a reassessment should have been completed.,A long-term government lease continued under an old rental valuation even though a reassessment should have been completed.,Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,True,True,False,False
WEB-114,Lease Revenue / Payment / Enforcement,False,0,The responsible authority allegedly failed to update the annual lease rental after the scheduled valuation review date.,The responsible authority allegedly failed to update the annual lease rental after the scheduled valuation review date.,Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,True,True,False,False
WEB-115,Lease Revenue / Payment / Enforcement,False,0,A complaint states that market-based rent revision was overdue and the lessee continued paying the earlier lower rate.,A complaint states that market-based rent revision was overdue and the lessee continued paying the earlier lower rate.,Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,True,True,False,False
WEB-116,Lease Revenue / Payment / Enforcement,False,0,"A lease premium of LKR 5 million allegedly remained unpaid after the due date, but recovery action was not initiated promptly.","A lease premium of LKR 5 million allegedly remained unpaid after the due date, but recovery action was not initiated promptly.",Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,True,True,False,False
WEB-117,Lease Revenue / Payment / Enforcement,False,0,The institution reportedly allowed possession of the land before full payment of the required lease premium.,The institution reportedly allowed possession of the land before full payment of the required lease premium.,Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,True,True,False,False
WEB-118,Lease Revenue / Payment / Enforcement,False,0,A substantial upfront lease payment remained outstanding while the lessee continued development on the property.,A substantial upfront lease payment remained outstanding while the lessee continued development on the property.,Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,True,True,False,False
WEB-119,Lease Revenue / Payment / Enforcement,False,0,A complaint alleges delayed recovery of a lease premium and other charges despite repeated internal reminders.,A complaint alleges delayed recovery of a lease premium and other charges despite repeated internal reminders.,Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,True,True,False,False
WEB-120,Lease Revenue / Payment / Enforcement,False,0,Late-payment penalties on overdue lease rent were allegedly not imposed even though the arrears continued for three years.,Late-payment penalties on overdue lease rent were allegedly not imposed even though the arrears continued for three years.,Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,True,True,False,False
WEB-121,Lease Revenue / Payment / Enforcement,False,0,The authority reportedly recovered part of the outstanding rent but did not apply the contractual interest or penalty provisions.,The authority reportedly recovered part of the outstanding rent but did not apply the contractual interest or penalty provisions.,Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,True,True,False,False
WEB-122,Lease Revenue / Payment / Enforcement,False,0,A lessee remained in default while the enforcement of interest and late-payment charges was repeatedly deferred.,A lessee remained in default while the enforcement of interest and late-payment charges was repeatedly deferred.,Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,True,True,False,False
WEB-123,Lease Revenue / Payment / Enforcement,False,0,"The lease expired but occupation continued without a renewed agreement or updated rent, creating potential loss of government revenue.","The lease expired but occupation continued without a renewed agreement or updated rent, creating potential loss of government revenue.",Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,True,True,False,False
WEB-124,Lease Revenue / Payment / Enforcement,False,0,A state property remained in use after lease expiry while rent recovery and renewal action were not completed.,A state property remained in use after lease expiry while rent recovery and renewal action were not completed.,Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,True,True,False,False
WEB-125,Lease Revenue / Payment / Enforcement,False,0,"The lessee continued occupying the land after the agreement ended, and no revised lease rental was formally established.","The lessee continued occupying the land after the agreement ended, and no revised lease rental was formally established.",Lease Revenue / Payment / Enforcement,Lease Revenue / Payment / Enforcement,True,True,False,False
WEB-126,Unauthorized Allocation / Transfer / Use,False,0,The lessee allegedly subleased part of a urban development land in Hambantota to another party without obtaining the required government approval.,The lessee allegedly subleased part of a urban development land in Hambantota to another party without obtaining the required government approval.,Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,True,True,False,False
WEB-127,Unauthorized Allocation / Transfer / Use,False,0,A third party was reportedly allowed to occupy leased state land under a private subletting arrangement not authorized by the divisional land office.,A third party was reportedly allowed to occupy leased state land under a private subletting arrangement not authorized by the divisional land office.,Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,True,True,False,False
WEB-128,Unauthorized Allocation / Transfer / Use,False,0,The original lessee allegedly collected rent from another business using the state property without an approved sublease.,The original lessee allegedly collected rent from another business using the state property without an approved sublease.,Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,True,True,False,False
WEB-129,Unauthorized Allocation / Transfer / Use,False,0,Part of the government leasehold was allegedly handed to an outside operator without formal consent.,Part of the government leasehold was allegedly handed to an outside operator without formal consent.,Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,True,True,False,False
WEB-130,Unauthorized Allocation / Transfer / Use,False,0,The lessee allegedly subleased part of a residential leasehold land in Monaragala to another party without obtaining the required government approval. The file reportedly contained no documented approval for the deviation.,The lessee allegedly subleased part of a residential leasehold land in Monaragala to another party without obtaining the required government approval. The file reportedly contained no documented approval for the deviation.,Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,True,True,False,False
WEB-131,Unauthorized Allocation / Transfer / Use,False,0,A third party was reportedly allowed to occupy leased state land under a private subletting arrangement not authorized by the urban development authority. The matter was raised as a governance concern requiring documentary verification.,A third party was reportedly allowed to occupy leased state land under a private subletting arrangement not authorized by the urban development authority. The matter was raised as a governance concern requiring documentary verification.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,False,False,False,False
WEB-132,Unauthorized Allocation / Transfer / Use,False,0,The original lessee allegedly collected rent from another business using the state property without an approved sublease. The allegation should be checked against the lease agreement and official file history.,The original lessee allegedly collected rent from another business using the state property without an approved sublease. The allegation should be checked against the lease agreement and official file history.,Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,True,True,False,False
WEB-133,Unauthorized Allocation / Transfer / Use,False,0,Rights over a state agricultural land were allegedly transferred to another private party without prior approval from the government lessor.,Rights over a state agricultural land were allegedly transferred to another private party without prior approval from the government lessor.,Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,True,True,False,False
WEB-134,Unauthorized Allocation / Transfer / Use,False,0,The lessee reportedly attempted to sell or assign the state-land lease to a third party without the required consent.,The lessee reportedly attempted to sell or assign the state-land lease to a third party without the required consent.,Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,True,True,False,False
WEB-135,Unauthorized Allocation / Transfer / Use,False,0,A complaint alleges that control of the leased property changed hands through a private agreement not recognized by the lessor.,A complaint alleges that control of the leased property changed hands through a private agreement not recognized by the lessor.,Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,True,True,False,False
WEB-136,Unauthorized Allocation / Transfer / Use,False,0,Leasehold interests were allegedly transferred to a related company before approval of the assignment.,Leasehold interests were allegedly transferred to a related company before approval of the assignment.,Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,True,True,False,False
WEB-137,Unauthorized Allocation / Transfer / Use,False,0,Rights over a urban development land were allegedly transferred to another private party without prior approval from the government lessor. The file reportedly contained no documented approval for the deviation.,Rights over a urban development land were allegedly transferred to another private party without prior approval from the government lessor. The file reportedly contained no documented approval for the deviation.,Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,True,True,False,False
WEB-138,Unauthorized Allocation / Transfer / Use,False,0,The lessee reportedly attempted to sell or assign the state-land lease to a third party without the required consent. The matter was raised as a governance concern requiring documentary verification.,The lessee reportedly attempted to sell or assign the state-land lease to a third party without the required consent. The matter was raised as a governance concern requiring documentary verification.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,False,False,False,False
WEB-139,Unauthorized Allocation / Transfer / Use,False,0,A complaint alleges that control of the leased property changed hands through a private agreement not recognized by the lessor. The allegation should be checked against the lease agreement and official file history.,A complaint alleges that control of the leased property changed hands through a private agreement not recognized by the lessor. The allegation should be checked against the lease agreement and official file history.,Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,True,True,False,False
WEB-140,Unauthorized Allocation / Transfer / Use,False,0,Land leased for agriculture was allegedly converted to commercial use without approval of the change in purpose.,Land leased for agriculture was allegedly converted to commercial use without approval of the change in purpose.,Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,True,True,False,False
WEB-141,Unauthorized Allocation / Transfer / Use,False,0,A coastal state land granted for one approved purpose was reportedly used for a different business activity without formal authorization.,A coastal state land granted for one approved purpose was reportedly used for a different business activity without formal authorization.,Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,True,True,False,False
WEB-142,Unauthorized Allocation / Transfer / Use,False,0,The lessee allegedly changed the approved use of the state property and continued operations without a revised lease condition.,The lessee allegedly changed the approved use of the state property and continued operations without a revised lease condition.,Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,True,True,False,False
WEB-143,Unauthorized Allocation / Transfer / Use,False,0,A lease intended for residential use was allegedly converted to storage and commercial activity without permission.,A lease intended for residential use was allegedly converted to storage and commercial activity without permission.,Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,True,True,False,False
WEB-144,Unauthorized Allocation / Transfer / Use,False,0,Land leased for agriculture was allegedly converted to commercial use without approval of the change in purpose. The file reportedly contained no documented approval for the deviation.,Land leased for agriculture was allegedly converted to commercial use without approval of the change in purpose. The file reportedly contained no documented approval for the deviation.,Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,True,True,False,False
